Reference,debt_id,ultima_atualizacao,pago_banco_plano_liq,divida_bravo,negociador,pago_a_banco_atualizado,diferenca_plano_liq,diferenca_divida_bravo,atualizado_por,instituicao_divida,start_date,status_divida,creditor,product_type,observacao,classificação
BR0012089,1452128,,6558.48,16310.2,felipe.dasilva@gobravo.com.br,,,,,Sicoob,2024-03-01,new,,Cartão de crédito,,batch1
BR0011990,1452264,,1752.74,3458.63,beatriz.moraes@gobravo.com.br,,,,,Bradesco,2024-03-01,new,,Crédito pessoal,,batch1
BR0011990,1452266,,918.28,4013.48,beatriz.moraes@gobravo.com.br,,,,,Bradesco,2024-03-01,new,,Crédito pessoal,,batch1
BR0011990,1452267,,1887.31,11733.84,beatriz.moraes@gobravo.com.br,,,,,Bradesco,2024-03-01,new,,Crédito pessoal,,batch1
BR0012018,1452553,,513.54,991.33,matheus.adalberto@gobravo.com.br,,,,,Caixa,2024-03-08,new,,Cartão de crédito,,batch1
BR0012018,1452555,,654.82,2255.76,matheus.adalberto@gobravo.com.br,,,,,Caixa,2024-03-08,new,,Cartão de crédito,,batch1
BR0012018,1452556,,959.92,2353.28,matheus.adalberto@gobravo.com.br,,,,,Agil,2024-03-08,new,,Crédito pessoal,,batch1
BR0012018,1452557,,1229.1,3056.64,matheus.adalberto@gobravo.com.br,,,,,Agil,2024-03-08,new,,Crédito pessoal,,batch1
BR0012131,1453622,,304.61,588,,,,,,Inter,,new,,Cartão de crédito,,batch1
BR0012131,1453623,,868.47,1402.14,,,,,,Nubank,,new,,Cartão de crédito,,batch1
BR0012131,1453624,,976.14,2124.48,,,,,,Banco do Brasil,,new,,Crédito pessoal,,batch1
BR0012131,1453625,,843.62,2306.88,,,,,,Banco do Brasil,,new,,Crédito pessoal,,batch1
BR0012131,1453626,,1213.02,5301.72,,,,,,Banco do Brasil,,new,,Crédito pessoal,,batch1
BR0012131,1453627,,1228.72,6236,,,,,,Banco do Brasil,,new,,Cartão de crédito,,batch1
BR0012174,1454813,,366.15,591.14,,,,,,Renner,,new,,Cartão de crédito,,batch1
BR0012174,1454814,,667.32,1077.37,,,,,,Mercadopago,,new,,Cartão de crédito,,batch1
BR0012174,1454815,,1350.47,2180.31,,,,,,Nubank,,new,,Cartão de crédito,,batch1
BR0012174,1454816,,1730.34,3281.82,,,,,,Nubank,,new,,Crédito pessoal,,batch1
BR0012174,1454817,,1206.68,3299.68,,,,,,Pan,,new,,Cartão de crédito,,batch1
BR0012168,1455467,,358.46,578.74,murilo.coelho@gobravo.com.br,,,,murilo.coelho@gobravo.com.br,Porto Seguro Investimentos,2024-03-01,client_settled_outside,Próprio Credor,Cartão de crédito,Marcado pelo END com e-mail murilo.coelho@gobravo.com.br,batch1
BR0012390,1460548,,191.76,549.28,giulia.zinngraf@gobravo.com.br,,,,,Safra,2024-03-01,new,,Cartão de crédito,,batch1
BR0012306,1460671,,1860.34,8140.85,beatriz.moraes@gobravo.com.br,,,,,Caixa,2024-03-19,new,,Cartão de crédito,,batch1
BR0012439,1462028,,269.26,434.71,giulia.filardi@gobravo.com.br,,,,,Agil,2024-04-01,new,,Crédito pessoal,,batch1
BR0012479,1462499,,664.81,1477.35,felipe.dasilva@gobravo.com.br,,,,,Bradesco,2024-04-01,new,,Crédito pessoal,,batch1
BR0012479,1462500,,3071.15,6824.78,felipe.dasilva@gobravo.com.br,,,,,Bradesco,2024-04-01,new,,Crédito pessoal,,batch1
BR0012522,1463353,,734.58,1554.72,myrella.isidoro@gobravo.com.br,,,,,Mercadopago,2024-04-01,new,,Cartão de crédito,,batch1
BR0012510,1463955,,8089.21,20519.28,,,,,,Nubank,,new,,Crédito pessoal,,batch1
BR0012576,1464088,,529.83,855.4,jessica.sanches@gobravo.com.br,,,,jessica.sanches@gobravo.com.br,Mercadopago,2024-03-18,client_settled_outside,Próprio Credor,Crédito pessoal,Marcado pelo END com e-mail jessica.sanches@gobravo.com.br,batch1
BR0012590,1464806,,1232.74,7664.21,richard.meireles@gobravo.com.br,,,,,BMG,2024-03-07,new,,Cartão de crédito,,batch1
BR0012399,1465301,,1743.17,3364.97,myrella.isidoro@gobravo.com.br,,,,,Caixa,2024-03-20,new,,Crédito cheque especial,,batch1
BR0012551,1465449,,670.39,1294.09,myrella.isidoro@gobravo.com.br,,,,,Sicredi,2024-04-01,new,,Cartão de crédito,,batch1
BR0012647,1466305,,895.35,1445.54,,,,,,Renner,,new,,Cartão de crédito,,batch1
BR0012647,1466306,,3082.39,4976.51,,,,,,NoVerde,,new,,Cartão de crédito,,batch1
BR0012647,1466307,,2060.91,6897.91,,,,,,Itaú,,new,,Cartão de crédito,,batch1
BR0012647,1466308,,4942.03,12000,,,,,,Mercadopago,,new,,Crédito pessoal,,batch1
BR0012647,1466309,,2362.68,15282.71,,,,,,Bradescard,,new,,Cartão de crédito,,batch1
BR0012537,1466345,,1146.48,2908.71,felipe.dasilva@gobravo.com.br,,,,felipe.dasilva@gobravo.com.br,Itaú,2024-03-08,client_settled_outside,Próprio Credor,Cartão de crédito,Marcado pelo END com e-mail felipe.dasilva@gobravo.com.br,batch1
BR0012537,1466347,,962.09,3868.88,felipe.dasilva@gobravo.com.br,,,,felipe.dasilva@gobravo.com.br,Itaú,2024-03-08,client_settled_outside,Próprio Credor,Cartão de crédito,Marcado pelo END com e-mail felipe.dasilva@gobravo.com.br,batch1
BR0012617,1467549,,384.37,620.57,felipe.dasilva@gobravo.com.br,,,,,Sicoob,2024-04-05,new,,Cartão de crédito,,batch1
BR0012617,1467551,,637.96,1029.99,felipe.dasilva@gobravo.com.br,,,,,Sicoob,2024-04-05,new,,Crédito cheque especial,,batch1
BR0012617,1467552,,855.22,1590.24,felipe.dasilva@gobravo.com.br,,,,,Sicoob,2024-04-05,new,,Cartão de crédito,,batch1
BR0012617,1467553,,1181.25,2608.98,felipe.dasilva@gobravo.com.br,,,,,Sicoob,2024-04-05,new,,Cartão de crédito,,batch1
BR0012617,1467554,,6335.14,15754.76,felipe.dasilva@gobravo.com.br,,,,,Sicoob,2024-04-05,new,,Crédito pessoal,,batch1
BR0012702,1468739,,601.46,1277.1,matheus.adalberto@gobravo.com.br,,,,,Caixa,2024-03-12,new,,Cartão de crédito,,batch1
BR0012702,1468742,,678.25,4216.85,matheus.adalberto@gobravo.com.br,,,,,Caixa,2024-03-12,new,,Cartão de crédito,,batch1
BR0012775,1469421,,327.79,646.82,,,,,,Bradesco,,new,,Crédito pessoal,,batch1
BR0012775,1469422,,608.59,1324.54,,,,,,Itaú,,new,,Crédito pessoal,,batch1
BR0012775,1469423,,469.99,1511.98,,,,,,Santander,,new,,Crédito pessoal,,batch1
BR0012775,1469424,,648.27,2836.81,,,,,,Votorantim,,new,,Crédito pessoal,,batch1
BR0012775,1469425,,1586.17,3944.63,,,,,,Neon,,new,,Crédito pessoal,,batch1
BR0012733,1469966,,921.9,1779.61,matheus.adalberto@gobravo.com.br,,,,,Inter,2024-04-05,new,,Crédito pessoal,,batch1
BR0012733,1469971,,3574.75,8890,matheus.adalberto@gobravo.com.br,,,,,Agil,2024-04-05,new,,Crédito pessoal,,batch1
BR0012882,1472573,,3540,6985.38,,,,,,Itaú,2024-03-15,new,,Crédito pessoal,,batch1
BR0012882,1472574,,5525.27,10902.85,,,,,,Itaú,2024-03-15,new,,Crédito cheque especial,,batch1
BR0012882,1472575,,4561.26,11122.84,,,,,,Itaú,2024-03-15,new,,Crédito pessoal,,batch1
BR0012882,1472576,,4208.02,11506.81,,,,,,Itaú,2024-03-15,new,,Crédito pessoal,,batch1
BR0012882,1472577,,3839.4,14839.91,,,,,,Itaú,2024-03-15,new,,Crédito pessoal,,batch1
BR0012882,1472578,,4039.75,17310.25,,,,,,Itaú,2024-03-15,new,,Crédito pessoal,,batch1
BR0012882,1472579,,11615.8,29464.89,,,,,,Geru,2024-03-15,new,,Crédito pessoal,,batch1
BR0010575,1473978,,16715.5,167155,beatriz.moraes@gobravo.com.br,,,,,Banco do Brasil,2024-04-01,new,,Crédito pessoal,,batch1
BR0012956,1474810,,272.66,440.21,,,,,,Localiza,,new,,Crédito pessoal,,batch1
BR0012956,1474811,,427.66,690.45,,,,,,Oi,,new,,Serviços básicos,,batch1
BR0012956,1474812,,2215.48,14330.62,,,,,,Bradesco,,new,,Cartão de crédito,,batch1
BR0013018,1476405,,626.93,1237.1,matheus.adalberto@gobravo.com.br,,,,,Bradesco,2024-04-01,new,,Cartão de crédito,,batch1
BR0013018,1476406,,928.32,2263.74,matheus.adalberto@gobravo.com.br,,,,,Daycoval,2024-04-01,new,,Crédito pessoal,,batch1
BR0012975,1476543,,625.27,1009.5,giulia.filardi@gobravo.com.br,,,,,Agil,2024-04-01,new,,Cartão de crédito,,batch1
BR0012975,1476548,,1343.95,3182.95,giulia.filardi@gobravo.com.br,,,,,Agil,2024-04-01,new,,Cartão de crédito,,batch1
BR0013060,1476968,,565.6,1116.08,richard.meireles@gobravo.com.br,,,,,Pan,2024-04-01,new,,Crédito pessoal,,batch1
BR0013101,1478310,,231.08,373.07,,,,,,Nubank,,new,,Cartão de crédito,,batch1
BR0013101,1478311,,262.55,423.88,,,,,,Neon,,new,,Cartão de crédito,,batch1
BR0013101,1478312,,1120.39,1808.87,,,,,,Neon,,new,,Cartão de crédito,,batch1
BR0013101,1478313,,1101.65,2126.6,,,,,,Caixa,,new,,Crédito pessoal,,batch1
BR0013101,1478314,,959.12,2431.95,,,,,,Caixa,,new,,Crédito cheque especial,,batch1
BR0013101,1478315,,1669.33,3687,,,,,,Nubank,,new,,Cartão de crédito,,batch1
BR0013101,1478316,,8293.14,20624.1,,,,,,VIVO,,new,,Crédito pessoal,,batch1
BR0010457,1479104,,4410.66,27422,giulia.filardi@gobravo.com.br,,,,,Sicredi,2024-02-01,new,,,,gap5
BR0013101,1480518,,1145.36,2431.95,felipe.dasilva@gobravo.com.br,,,,,Caixa,2024-04-01,new,,Crédito cheque especial,,batch1
BR0013171,1480631,,1581.74,3000,,,,,,Nubank,,new,,Crédito pessoal,,gap5
BR0013171,1480632,,1016.26,4626.8,,,,,,Caixa,,new,,Crédito pessoal,,gap5
BR0013171,1480633,,2814.76,7000,,,,,,Nubank,,new,,Cartão de crédito,,gap5
BR0013225,1481644,,465.08,1651.89,,,,,,Original,,new,,Crédito pessoal,,batch1
BR0013225,1481645,,1777.38,6067.9,,,,,,Nubank,,new,,Cartão de crédito,,batch1
BR0013225,1481646,,4455.38,11301.63,,,,,,Nubank,,new,,Cartão de crédito,,batch1
BR0013171,1483612,,1417.45,3000,beatriz.moraes@gobravo.com.br,,,,,Nubank,2024-03-28,new,,Crédito pessoal,,gap5
BR0013171,1483613,,2814.76,7000,beatriz.moraes@gobravo.com.br,,,,,Nubank,2024-03-28,new,,Cartão de crédito,,gap5
BR0012959,1484411,,10226.81,77506.46,,,,,,C6,,new,,Crédito pessoal,,batch1
BR0010848,1484462,,1154.66,2803.68,giulia.zinngraf@gobravo.com.br,,,,,Agil,2024-05-01,new,,Crédito pessoal,,batch1
BR0010848,1484464,,1925.98,4983.2,giulia.zinngraf@gobravo.com.br,,,,,Agil,2024-05-01,new,,Crédito pessoal,,batch1
BR0012959,1484548,,12894.54,80168.11,giulia.zinngraf@gobravo.com.br,,,,,C6,2024-03-28,new,,Crédito pessoal,,batch1
BR0013430,1486524,,485.76,1347.93,richard.meireles@gobravo.com.br,,,,,Simplic,2024-04-02,new,,Crédito pessoal,,gap5
BR0013457,1487057,,47.2,246.53,myrella.isidoro@gobravo.com.br,,,,,Bradesco,2024-04-08,new,,Crédito pessoal,,batch1
BR0013529,1488613,,2715.56,4937.39,richard.meireles@gobravo.com.br,,,,,Nubank,2024-04-12,new,,Cartão de crédito,,gap5
BR0013529,1488617,,2189.69,10948.45,richard.meireles@gobravo.com.br,,,,,Bradesco,2024-04-12,new,,Crédito cheque especial,,gap5
BR0013529,1488618,,3140.04,24154.13,richard.meireles@gobravo.com.br,,,,,Bradesco,2024-04-12,new,,Crédito pessoal,,gap5
BR0013523,1488738,,7012.76,20036.45,,,,,,Bradesco,,new,,Crédito pessoal,,batch1
BR0013523,1488739,,5466.95,32158.5,,,,,,Bradesco,,new,,Crédito pessoal,,batch1
BR0013523,1488740,,3313.24,33132.4,,,,,,Bradesco,,new,,Crédito pessoal,,batch1
BR0013523,1488741,,4309.21,43092.11,,,,,,Bradesco,,new,,Crédito pessoal,,batch1
BR0013640,1491200,,2034.38,10531.39,felipe.dasilva@gobravo.com.br,,,,felipe.dasilva@gobravo.com.br,Itaú,2024-05-01,client_settled_outside,Próprio Credor,Cartão de crédito,Marcado pelo END com e-mail felipe.dasilva@gobravo.com.br,batch1
BR0013427,1491221,,2708.27,12894.31,beatriz.moraes@gobravo.com.br,,,,,Bradesco,2024-04-10,new,,Crédito cheque especial,,batch1
BR0013644,1491260,,948.9,2553.32,richard.meireles@gobravo.com.br,,,,,Banrisul,2024-04-30,new,,Crédito pessoal,,batch1
BR0013644,1491261,,1035.87,2908.99,richard.meireles@gobravo.com.br,,,,,Banrisul,2024-04-30,new,,Crédito cheque especial,,batch1
BR0013644,1491262,,1334.3,4877.86,richard.meireles@gobravo.com.br,,,,,Banrisul,2024-04-30,new,,Cartão de crédito,,batch1
BR0013644,1491264,,3721.97,23603.08,richard.meireles@gobravo.com.br,,,,,Sicredi,2024-04-30,new,,Crédito pessoal,,batch1
BR0013667,1492008,,150.75,334.99,,,,,,Santander,,new,,Cartão de crédito,,batch1
BR0013667,1492009,,491.07,1091.26,,,,,,Santander,,new,,Crédito pessoal,,batch1
BR0013667,1492010,,616.34,1369.64,,,,,,Santander,,new,,Cartão de crédito,,batch1
BR0013667,1492011,,990.66,2201.47,,,,,,Santander,,new,,Crédito cheque especial,,batch1
BR0013667,1492012,,1721.53,3130.06,,,,,,Mercadopago,,new,,Crédito pessoal,,batch1
BR0013667,1492013,,1511.86,3286.66,,,,,,PORTO SEGURO FIANÇA,,new,,Cartão de crédito,,batch1
BR0013667,1492014,,2186.17,4752.54,,,,,,BMG,,new,,Cartão de crédito,,batch1
BR0013667,1492015,,2485.08,4970.16,,,,,,Mercadopago,,new,,Cartão de crédito,,batch1
BR0013667,1492016,,2706.82,6015.16,,,,,,LUIZACRED,,new,,Cartão de crédito,,batch1
BR0013667,1492017,,2319.85,8592.02,,,,,,Agibank,,new,,Crédito pessoal,,batch1
BR0013667,1492018,,1759.14,8795.7,,,,,,Bradesco,,new,,Crédito pessoal,,batch1
BR0013667,1492019,,1761.4,10361.17,,,,,,Santander,,new,,Crédito pessoal,,batch1
BR0013667,1492020,,3328.11,11886.11,,,,,,CREDZ,,new,,Cartão de crédito,,batch1
BR0013667,1492021,,2182.24,21822.44,,,,,,Banco do Brasil,,new,,Crédito pessoal,,batch1
BR0013667,1492022,,2406.67,24066.67,,,,,,Pan,,new,,Cartão de crédito,,batch1
BR0013667,1492023,,10443.88,104438.78,,,,,,Santander,,new,,Crédito pessoal,,batch1
BR0013421,1492711,,1463.22,6277.5,myrella.isidoro@gobravo.com.br,,,,,Sicredi,2024-04-30,new,,Crédito pessoal,,batch1
BR0012882,1492888,,3143.42,6985.38,,,,,,Itaú,2024-04-10,new,,Crédito pessoal,,batch1
BR0012882,1492889,,5005.28,11122.84,,,,,,Itaú,2024-04-10,new,,Crédito pessoal,,batch1
BR0012882,1492890,,4027.38,11506.81,,,,,,Itaú,2024-04-10,new,,Crédito pessoal,,batch1
BR0012882,1492891,,3709.98,14839.91,,,,,,Itaú,2024-04-10,new,,Crédito pessoal,,batch1
BR0012882,1492892,,3180.57,15902.85,,,,,,Itaú,2024-04-10,new,,Crédito cheque especial,,batch1
BR0012882,1492893,,2596.54,17310.25,,,,,,Itaú,2024-04-10,new,,Crédito pessoal,,batch1
BR0012882,1492894,,7366.22,29464.89,,,,,,Geru,2024-04-10,new,,Crédito pessoal,,batch1
BR0012882,1492895,,5480.83,54808.3,,,,,,Itaú,2024-04-10,new,,Cartão de crédito,,batch1
BR0013451,1493976,,955.97,2122.2,richard.meireles@gobravo.com.br,,,,,Agil,2024-04-10,new,,Crédito pessoal,,batch1
BR0013451,1493979,,763.41,5036.76,matheus.adalberto@gobravo.com.br,,,,matheus.adalberto@gobravo.com.br,Santander,2024-04-10,client_settled_outside,Próprio Credor,Crédito pessoal,Marcado pelo END com e-mail matheus.adalberto@gobravo.com.br,batch1
BR0013745,1493997,,230.33,371.86,matheus.adalberto@gobravo.com.br,,,,,Agil,2024-04-19,new,,Crédito pessoal,,batch1
BR0013745,1493998,,294,580.15,matheus.adalberto@gobravo.com.br,,,,,Banco do Brasil,2024-04-19,new,,Cartão de crédito,,batch1
BR0013745,1494003,,1802.56,4185.4,matheus.adalberto@gobravo.com.br,,,,,Agil,2024-04-19,new,,Crédito pessoal,,batch1
BR0013758,1494172,,3805.89,16967,,,,,,Itaú,,new,,Cartão de crédito,,batch1
BR0013766,1495719,,1953.17,5257.71,myrella.isidoro@gobravo.com.br,,,,,Agil,2024-04-30,new,,Crédito pessoal,,batch1
BR0013705,1496001,,2805.07,7257.69,giulia.filardi@gobravo.com.br,,,,,Nubank,2024-05-01,new,,Cartão de crédito,,batch1
BR0013705,1496002,,4570.4,11366.06,giulia.filardi@gobravo.com.br,,,,,Nubank,2024-05-01,new,,Crédito pessoal,,batch1
BR0013820,1496109,,2799.97,12012.41,felipe.dasilva@gobravo.com.br,,,,,Caixa,2024-05-06,new,,Cartão de crédito,,batch1
BR0013806,1496655,,2236.64,6020.77,richard.meireles@gobravo.com.br,,,,,Agil,2024-05-07,new,,Cartão de crédito,,batch1
BR0013858,1496865,,1758.59,4459.13,felipe.dasilva@gobravo.com.br,,,,,Caixa,2024-04-12,new,,Crédito pessoal,,batch1
BR0013858,1496868,,1315.99,6678.91,felipe.dasilva@gobravo.com.br,,,,,Caixa,2024-04-12,new,,Cartão de crédito,,batch1
BR0013873,1497940,,767.43,1239,matheus.adalberto@gobravo.com.br,,,,,Original,2024-05-01,new,,Cartão de crédito,,batch1
BR0013873,1497945,,5365.94,13344.48,matheus.adalberto@gobravo.com.br,,,,,VIVO,2024-05-01,new,,Crédito pessoal,,batch1
BR0013963,1500824,,972.16,4115.09,beatriz.moraes@gobravo.com.br,,,,,BRB,2024-05-01,new,,Cartão de crédito,,batch1
BR0014094,1503455,,251.16,318.6,,,,,,Jeitto,,new,,Cartão de crédito,,batch1
BR0014094,1503456,,197.9,390.5,,,,,,Itaú,,new,,Crédito pessoal,,batch1
BR0014094,1503457,,346.47,559.37,,,,,,NoVerde,,new,,Crédito pessoal,,batch1
BR0014094,1503458,,346.68,559.7,,,,,,SUPERSIM,,new,,Cartão de crédito,,batch1
BR0014094,1503459,,475.89,768.32,,,,,,Renner,,new,,Cartão de crédito,,batch1
BR0014094,1503460,,650.37,1283.35,,,,,,Itaú,,new,,Crédito pessoal,,batch1
BR0014094,1503461,,848.83,1578.35,,,,,,Renner,,new,,Cartão de crédito,,batch1
BR0014094,1503462,,726.23,2807.01,,,,,,Itaú,,new,,Crédito pessoal,,batch1
BR0014094,1503463,,2037.85,3170.72,,,,,,Jeitto,,new,,Crédito pessoal,,batch1
BR0014094,1503464,,1283.84,3256.62,,,,,,Renner,,new,,Cartão de crédito,,batch1
BR0014094,1503465,,1696.9,4220,,,,,,Simplic,,new,,Crédito pessoal,,batch1
BR0014113,1504491,,734.82,6524.94,,,,,,Banco do Brasil,,new,,Cartão de crédito,,batch1
BR0014113,1504492,,6233.3,31635.22,,,,,,Itaú,,new,,Crédito pessoal,,batch1
BR0014200,1507280,,584.57,1299.05,,,,,,Santander,,new,,Cartão de crédito,,batch1
BR0014200,1507281,,1369.29,3042.87,,,,,,Santander,,new,,Cartão de crédito,,batch1
BR0014200,1507282,,1708.51,3796.68,,,,,,Santander,,new,,Cartão de crédito,,batch1
BR0014200,1507283,,1766.97,3926.6,,,,,,Santander,,new,,Crédito cheque especial,,batch1
BR0014200,1507284,,2220.54,4827.26,,,,,,Caixa,,new,,Crédito cheque especial,,batch1
BR0014200,1507285,,6709.39,19169.69,,,,,,Caixa,,new,,Cartão de crédito,,batch1
BR0014200,1507286,,6866.82,25432.67,,,,,,Caixa,,new,,Cartão de crédito,,batch1
BR0014200,1507287,,6138.05,47215.79,,,,,,Banco do Brasil,,new,,Crédito pessoal,,batch1
BR0014200,1507288,,22431.14,224311.39,,,,,,Banco do Brasil,,new,,Crédito pessoal,,batch1
BR0014094,1509230,,919.56,2071.62,richard.meireles@gobravo.com.br,,,,,Agil,2024-05-01,new,,Cartão de crédito,,batch1
BR0014312,1509913,,1658.42,3201.37,beatriz.moraes@gobravo.com.br,,,,,Caixa,2024-05-07,new,,Cartão de crédito,,batch1
BR0014327,1510097,,5270.63,13947.58,myrella.isidoro@gobravo.com.br,,,,,Sicredi,2024-05-07,new,,Crédito pessoal,,batch1
BR0014327,1510098,,4479.36,27849.12,myrella.isidoro@gobravo.com.br,,,,,Sicredi,2024-05-07,new,,Crédito pessoal,,batch1
BR0014307,1511442,,91.25,324.1,beatriz.moraes@gobravo.com.br,,,,,Itaú,2024-05-07,new,,Crédito pessoal,,batch1
BR0014409,1512869,,663.17,1070.7,richard.meireles@gobravo.com.br,,,,,Sicoob,2024-05-07,new,,Crédito cheque especial,,batch1
BR0014535,1516051,,445.19,945.3,beatriz.moraes@gobravo.com.br,,,,,Omni,2024-05-06,new,,Cartão de crédito,,batch1
BR0014526,1516122,,168.48,332.45,felipe.dasilva@gobravo.com.br,,,,,Bradescard,2024-05-14,new,,Cartão de crédito,,batch1
BR0014526,1516126,,267.53,527.91,felipe.dasilva@gobravo.com.br,,,,,Bradescard,2024-05-14,new,,Cartão de crédito,,batch1
BR0014526,1516128,,679.7,1341.22,felipe.dasilva@gobravo.com.br,,,,,Bradescard,2024-05-14,new,,Cartão de crédito,,batch1
BR0014545,1516497,,353.69,1163.23,matheus.adalberto@gobravo.com.br,,,,,Caixa,2024-05-10,new,,Cartão de crédito,,batch1
BR0014545,1516499,,1098.5,4346.86,matheus.adalberto@gobravo.com.br,,,,,Caixa,2024-05-10,new,,Crédito pessoal,,batch1
BR0013717,1516512,,800,2000,giulia.filardi@gobravo.com.br,,,,,Agil,2024-05-07,new,,Crédito pessoal,,batch1
BR0014556,1516737,,7018.79,17804.04,felipe.dasilva@gobravo.com.br,,,,,Sicoob,2024-06-01,new,,Crédito pessoal,,batch1
BR0014519,1516896,,117.75,298.74,matheus.adalberto@gobravo.com.br,,,,,Original,2024-05-07,new,,Cartão de crédito,,batch1
BR0014519,1516899,,283.99,1008.68,matheus.adalberto@gobravo.com.br,,,,,C6,2024-05-07,new,,Crédito pessoal,,batch1
BR0014527,1517553,,540.15,1042.7,felipe.dasilva@gobravo.com.br,,,,,Caixa,2024-05-15,new,,Cartão de crédito,,batch1
BR0014527,1517554,,1668.53,3220.88,felipe.dasilva@gobravo.com.br,,,,,Caixa,2024-05-15,new,,Cartão de crédito,,batch1
BR0014527,1517555,,1222.74,3933.62,felipe.dasilva@gobravo.com.br,,,,,Bradescard,2024-05-15,new,,Cartão de crédito,,batch1
BR0014527,1517556,,957.53,4185.07,felipe.dasilva@gobravo.com.br,,,,,Bradescard,2024-05-15,new,,Cartão de crédito,,batch1
BR0014527,1517557,,1328.56,6742.71,felipe.dasilva@gobravo.com.br,,,,,Bradescard,2024-05-15,new,,Cartão de crédito,,batch1
BR0014607,1518739,,243.34,392.87,felipe.dasilva@gobravo.com.br,,,,,Midway Riachuelo,2024-05-31,new,,Cartão de crédito,,batch1
BR0014607,1518740,,276.46,409.16,felipe.dasilva@gobravo.com.br,,,,,Nubank,2024-05-31,new,,Crédito pessoal,,batch1
BR0014607,1518742,,531.32,1048.43,felipe.dasilva@gobravo.com.br,,,,,Pan,2024-05-31,new,,Crédito pessoal,,batch1
BR0014607,1518745,,2453.9,5210.41,felipe.dasilva@gobravo.com.br,,,,,BRB,2024-05-31,new,,Crédito pessoal,,batch1
BR0014672,1518983,,2385.51,5932.46,felipe.dasilva@gobravo.com.br,,,,,Nubank,2024-05-14,new,,Crédito pessoal,,batch1
BR0014588,1519919,,3281.4,10556.43,richard.meireles@gobravo.com.br,,,,,Bradesco,2024-05-13,new,,Crédito pessoal,,batch1
BR0014601,1520250,,3390.95,8031,myrella.isidoro@gobravo.com.br,,,,,Agil,2024-05-13,new,,Crédito pessoal,,batch1
BR0014585,1520580,,451.03,1602,matheus.adalberto@gobravo.com.br,,,,,Pan,2024-06-01,new,,Crédito pessoal,,batch1
BR0014151,1520683,,1032.6,2956.43,beatriz.moraes@gobravo.com.br,,,,,Caixa,2024-06-01,new,,Crédito pessoal,,batch1
BR0014738,1522054,,989.73,1597.92,richard.meireles@gobravo.com.br,,,,,Pefisa,2024-05-13,new,,Cartão de crédito,,batch1
BR0014776,1522071,,470.72,1046.05,beatriz.moraes@gobravo.com.br,,,,,Bradesco,2024-05-13,new,,Cartão de crédito,,batch1
BR0014782,1522111,,595.15,960.87,felipe.dasilva@gobravo.com.br,,,,,Agil,2024-05-31,new,,Cartão de crédito,,batch1
BR0014782,1522114,,5598.14,13921.92,felipe.dasilva@gobravo.com.br,,,,,Agil,2024-05-31,new,,Crédito pessoal,,batch1
BR0014784,1522538,,212.25,418.82,giulia.zinngraf@gobravo.com.br,,,,,Itaú,2024-06-01,new,,Crédito pessoal,,batch1
BR0014784,1522547,,5116.68,12724.61,giulia.zinngraf@gobravo.com.br,,,,,Mercadopago,2024-06-01,new,,Crédito pessoal,,batch1
